country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
World,1983,,4697327573.0,,413.275,0.088,18901.775,172.034,0.919,24741.631,480.334,1.98,5.267,,314.783,4.024,,240.483,7269.239,1.548,,,,9236.846,659093.5,1314482.375,378576.344,6880.012,55508.25,659961.875,207681.656,1210.408,16732.732,,212.848,0.045,2743.12,0.584,4.815,7.072,5839.854,1.243,6684.616,1.423,2165.249,0.461,8214.693,1.749,0.01,48.6,78599.125,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,100.0,0.242,0.585,0.866,0.039,33217.363,22615.838,,
World,1984,,4782175518.0,,421.117,0.088,19457.25,555.473,2.939,25882.049,1140.419,4.609,5.412,,315.137,4.069,,236.909,7586.115,1.586,,,,9657.963,678550.75,1340364.375,386162.469,7066.765,58480.273,666386.688,215920.344,1262.94,17174.082,,186.753,0.039,2972.027,0.621,4.861,7.204,6424.799,1.343,6767.443,1.415,2177.692,0.455,8238.706,1.723,0.011,52.532,82129.477,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,100.0,0.246,0.597,0.882,0.04,34452.648,23246.703,,
World,1985,,4868943457.0,,425.741,0.087,20144.863,687.614,3.534,26932.607,1050.558,4.059,5.532,,319.361,4.137,,238.873,8144.824,1.673,,,,10083.703,698695.625,1367297.0,394307.281,7248.213,61569.977,673174.375,224167.969,1318.476,17320.572,,181.449,0.037,3089.7,0.635,4.922,7.308,6787.743,1.394,6857.225,1.408,2176.914,0.447,8247.613,1.694,0.011,55.537,84332.883,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,100.0,0.249,0.609,0.899,0.041,35584.656,23965.072,,
World,1986,,4958072839.0,,441.784,0.089,20438.045,293.181,1.455,27381.361,448.754,1.666,5.523,,317.646,4.122,,237.098,8261.466,1.666,,,,10525.487,719133.688,1394678.375,402568.75,7417.883,64584.586,680117.75,232658.562,1378.401,17385.945,,169.67,0.034,3014.606,0.608,4.902,7.281,6943.316,1.4,6942.08,1.4,2184.726,0.441,8490.594,1.712,0.012,59.925,86200.781,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,100.0,0.253,0.621,0.915,0.042,36097.883,24304.691,,
World,1987,,5049746390.0,,458.382,0.091,21106.189,668.146,3.269,27604.137,222.775,0.814,5.466,,309.043,4.18,,236.295,8549.229,1.693,,,,10983.868,740239.875,1422282.625,411117.969,7580.892,67866.148,686615.688,241237.891,1453.071,17688.301,,163.009,0.032,3281.567,0.65,4.933,7.187,6497.945,1.287,7003.95,1.387,2231.983,0.442,8579.333,1.699,0.015,74.67,89321.43,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,100.0,0.256,0.633,0.932,0.043,36294.992,24910.322,,
World,1988,,5141992540.0,,481.928,0.094,21918.756,812.567,3.85,28075.438,471.302,1.707,5.46,,302.973,4.263,,236.534,8836.429,1.718,,,,11465.798,762158.562,1450358.0,419954.406,7766.521,71302.125,692772.312,250127.234,1542.522,18021.527,,185.629,0.036,3435.978,0.668,5.02,7.168,6156.68,1.197,7115.852,1.384,2229.207,0.434,8889.34,1.729,0.017,89.452,92666.555,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,100.0,0.26,0.645,0.949,0.044,36855.246,25811.611,,
World,1989,,5234431736.0,,492.073,0.094,22200.213,281.457,1.284,28181.033,105.595,0.376,5.384,,298.357,4.241,,235.037,8827.798,1.686,,,,11957.87,784358.812,1478539.0,428782.188,7917.494,74907.094,698753.125,259164.625,1629.547,18044.754,,150.973,0.029,3604.958,0.689,4.999,7.091,5980.82,1.143,7274.316,1.39,2249.944,0.43,9037.386,1.727,0.017,87.024,94454.031,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,100.0,0.264,0.658,0.966,0.045,37119.141,26165.598,,
World,1990,,5327803106.0,43033605109062.0,492.522,0.092,22732.145,531.931,2.396,28561.215,380.183,1.349,5.361,0.664,297.959,4.267,0.528,237.148,8659.787,1.625,22732.143,4.267,0.528,12450.392,807091.0,1507100.25,437442.0,8174.282,78697.266,704582.25,268361.062,1965.972,17991.711,2.227,256.788,0.048,3790.182,0.711,5.005,7.053,5829.07,1.094,7320.985,1.374,2266.202,0.425,9196.439,1.726,0.063,336.425,95856.289,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.267,0.67,0.983,0.046,37574.773,26666.188,-0.002,-0.0
World,1991,,5418735886.0,,504.694,0.093,23205.592,473.446,2.083,28925.889,364.673,1.277,5.338,,299.699,4.282,,240.432,8574.09,1.582,23205.592,4.282,,12955.086,830296.562,1536026.125,446016.062,8446.442,82548.781,710302.562,278017.531,2312.611,17811.609,,272.16,0.05,3851.52,0.711,5.001,6.992,5720.298,1.056,7265.909,1.341,2263.283,0.418,9656.487,1.782,0.064,346.639,96516.406,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.27,0.683,1.0,0.047,37889.742,27100.34,0.0,0.0
World,1992,,5505989815.0,,525.922,0.096,22520.424,-685.167,-2.953,28488.322,-437.565,-1.513,5.174,,293.377,4.09,,231.919,8361.174,1.519,22520.424,4.09,,13481.008,852816.938,1564514.5,454377.25,8686.235,86450.156,716270.438,287172.188,2650.124,17636.227,,239.794,0.044,3901.366,0.709,4.801,6.803,5967.898,1.084,7268.79,1.32,2271.714,0.413,9154.655,1.663,0.061,337.513,97104.883,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.273,0.696,1.017,0.048,37455.109,26432.863,0.0,0.0
World,1993,,5591544802.0,,549.567,0.098,22749.873,229.448,1.019,28483.164,-5.159,-0.018,5.094,,290.957,4.069,,232.391,8470.028,1.515,22749.873,4.069,,14030.574,875566.875,1592997.625,462847.281,8918.677,90457.953,722003.75,296344.531,2967.836,17507.65,,232.44,0.042,4007.804,0.717,4.769,6.694,5733.292,1.025,7261.674,1.299,2256.92,0.404,9172.321,1.64,0.057,317.711,97894.812,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.276,0.708,1.033,0.049,37427.73,26668.346,0.0,0.0
World,1994,,5675551258.0,,586.744,0.103,22974.598,224.725,0.988,29643.506,1160.342,4.074,5.223,,299.015,4.048,,231.745,8513.747,1.5,22974.6,4.048,,14617.318,898541.438,1622641.125,471361.031,9231.603,94498.133,728672.625,305540.75,3292.607,17467.422,,312.927,0.055,4040.174,0.712,4.744,6.813,6668.908,1.175,7336.296,1.293,2286.923,0.403,9196.235,1.62,0.057,324.772,99137.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.279,0.721,1.05,0.05,38666.152,26925.629,0.002,0.0
World,1995,,5758878977.0,,620.204,0.108,23516.639,542.042,2.359,29794.719,151.214,0.51,5.174,,294.079,4.084,,232.113,8758.441,1.521,23516.637,4.084,,15237.522,922058.125,1652435.875,480119.469,9555.967,98694.977,734950.688,314824.656,3625.486,17592.896,,324.364,0.056,4196.848,0.729,4.78,6.761,6278.081,1.09,7426.246,1.29,2342.963,0.407,9283.901,1.612,0.058,332.879,101315.359,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.281,0.734,1.067,0.051,38933.977,27528.576,-0.002,-0.0
World,1996,,5842055730.0,,633.559,0.108,24233.477,716.837,3.048,30775.305,980.584,3.291,5.268,,295.219,4.148,,232.465,8976.964,1.537,24233.477,4.148,,15871.081,946291.562,1683211.125,489096.406,9904.515,103076.578,741492.562,324386.781,3956.156,17844.033,,348.548,0.06,4381.599,0.75,4.845,6.847,6541.828,1.12,7512.808,1.286,2393.537,0.41,9562.137,1.637,0.057,330.67,104245.836,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.284,0.748,1.084,0.052,39997.945,28302.801,0.0,0.0
World,1997,,5924787819.0,,658.829,0.111,24380.322,146.846,0.606,32399.938,1624.633,5.279,5.469,,307.782,4.115,,231.6,8927.3,1.507,24380.322,4.115,,16529.91,970671.938,1715611.125,498023.719,10255.296,107471.633,749512.188,334089.0,4302.3,17767.602,,350.78,0.059,4395.058,0.742,4.796,7.008,8019.617,1.354,7485.23,1.263,2350.142,0.397,9702.211,1.638,0.058,346.144,105269.266,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.287,0.762,1.102,0.053,41519.98,28417.307,0.0,0.0
World,1998,,6007066691.0,,656.596,0.109,24295.713,-84.609,-0.347,31087.949,-1311.988,-4.049,5.175,,293.691,4.045,,229.524,8689.001,1.446,24295.715,4.045,,17186.506,994967.625,1746699.0,506712.719,10590.276,111915.141,756304.375,343910.969,4651.955,17621.312,,334.982,0.056,4443.504,0.74,4.694,6.68,6792.238,1.131,7419.233,1.235,2378.566,0.396,9821.975,1.635,0.058,349.655,105852.398,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.289,0.776,1.119,0.054,40128.703,28197.176,0.002,0.0
World,1999,,6089006328.0,,688.047,0.113,24837.771,542.058,2.231,31399.629,311.679,1.003,5.157,,291.78,4.079,,230.804,8809.093,1.447,24837.771,4.079,,17874.553,1019805.375,1778098.625,515521.844,10918.695,116501.305,762866.25,353975.188,5013.814,17673.488,,328.418,0.054,4586.166,0.753,4.712,6.643,6561.857,1.078,7436.038,1.221,2398.701,0.394,10064.188,1.653,0.059,361.859,107613.984,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.291,0.79,1.136,0.055,40450.992,28691.545,0.0,0.0
World,2000,,6171702992.0,59897670914608.0,718.165,0.116,25511.482,673.712,2.712,31657.244,257.616,0.82,5.129,0.529,286.708,4.134,0.426,231.048,9156.638,1.484,25511.482,4.134,0.426,18592.719,1045316.812,1809755.875,524678.438,11264.271,121229.133,769012.0,364186.781,5365.471,17890.75,1.843,345.576,0.056,4727.823,0.766,4.773,6.61,6145.762,0.996,7544.741,1.222,2390.251,0.387,10211.624,1.655,0.057,351.657,110416.398,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.294,0.804,1.154,0.056,40795.379,29457.48,0.0,0.0
World,2001,,6254936464.0,,750.748,0.12,25692.994,181.51,0.711,31153.697,-503.548,-1.591,4.981,,279.422,4.108,,230.444,9208.429,1.472,25692.994,4.108,,19343.467,1071009.875,1840909.5,533886.875,11598.348,126000.852,774472.75,374470.375,5709.927,17824.848,,334.076,0.053,4771.715,0.763,4.735,6.437,5460.704,0.873,7523.762,1.203,2385.423,0.381,10283.57,1.644,0.055,344.456,111493.289,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.296,0.817,1.171,0.058,40260.363,29614.561,0.0,0.0
World,2002,,6337730343.0,,779.004,0.123,26265.332,572.338,2.228,32359.027,1205.33,3.869,5.106,,284.114,4.144,,230.611,9630.182,1.52,26265.332,4.144,,20122.471,1097275.125,1873268.625,543517.062,11921.459,130914.5,780566.438,384739.719,6059.957,17970.854,,323.111,0.051,4913.652,0.775,4.747,6.536,6093.696,0.961,7480.677,1.18,2402.932,0.379,10269.353,1.62,0.055,350.03,113894.43,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.299,0.831,1.189,0.059,41423.414,30085.199,0.0,0.0
World,2003,,6420361633.0,,857.435,0.134,27652.691,1387.36,5.282,34973.902,2614.874,8.081,5.447,,296.767,4.307,,234.644,10466.565,1.63,27652.691,4.307,,20979.906,1124927.875,1908242.5,553983.625,12264.897,136010.688,787887.625,395280.594,6408.163,18355.602,,343.439,0.053,5096.196,0.794,4.929,6.885,7321.209,1.14,7668.747,1.194,2419.463,0.377,10540.85,1.642,0.054,348.206,117849.602,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.302,0.847,1.208,0.06,44206.871,31648.42,0.0,0.0
World,2004,,6503377774.0,,895.93,0.138,28610.023,957.331,3.462,35053.887,79.987,0.229,5.39,,283.054,4.399,,231.021,10813.392,1.663,28610.023,4.399,,21875.834,1153537.875,1943296.375,564797.062,12606.352,141268.375,794331.5,406205.125,6785.167,19042.68,,341.454,0.053,5257.67,0.808,5.018,6.83,6443.865,0.991,7809.036,1.201,2487.873,0.383,10924.574,1.68,0.058,377.004,123841.742,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.305,0.862,1.228,0.061,44421.227,32630.893,0.0,0.0
World,2005,,6586970132.0,,966.776,0.147,29598.951,988.928,3.457,35530.062,476.176,1.358,5.394,,277.716,4.494,,231.356,11498.5,1.746,29598.951,4.494,,22842.611,1183136.875,1978826.5,576295.562,12952.903,146644.641,800262.562,417235.438,7165.695,19422.695,,346.552,0.053,5376.289,0.816,5.114,6.833,5931.112,0.9,7929.648,1.204,2510.292,0.381,11030.305,1.675,0.058,380.529,127936.719,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.308,0.878,1.248,0.062,45006.918,33687.422,0.0,0.0
World,2006,,6671452019.0,,1047.294,0.157,30594.152,995.201,3.362,36627.895,1097.83,3.09,5.49,,278.579,4.586,,232.688,12136.238,1.819,30594.152,4.586,,23889.906,1213731.0,2015454.25,588431.75,13299.477,152175.656,806296.375,428378.344,7555.808,19708.033,,346.573,0.052,5531.006,0.829,5.207,6.928,6033.741,0.904,8057.693,1.208,2546.306,0.382,11142.928,1.67,0.058,390.113,131481.203,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.311,0.894,1.268,0.063,46217.527,34735.453,0.0,0.0
World,2007,,6757308776.0,,1126.199,0.167,31499.256,905.103,2.958,37092.461,464.568,1.268,5.489,,273.507,4.662,,232.265,12724.451,1.883,31499.254,4.662,,25016.105,1245230.25,2052546.75,601156.25,13641.727,157912.297,811889.562,439562.688,7941.213,20069.822,,342.25,0.051,5736.637,0.849,5.272,6.916,5593.206,0.828,8108.338,1.2,2612.956,0.387,11184.312,1.655,0.057,385.405,135617.984,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.314,0.91,1.288,0.064,46734.879,35622.355,-0.002,-0.0
World,2008,,6844457659.0,,1137.397,0.166,32049.66,550.404,1.747,38000.68,908.218,2.449,5.552,,276.914,4.683,,233.548,13149.669,1.921,32049.66,4.683,,26153.502,1277279.875,2090547.5,614305.875,13975.413,163817.797,817840.562,450706.0,8321.281,20049.713,,333.686,0.049,5905.5,0.863,5.288,6.964,5951.02,0.869,8177.437,1.195,2582.949,0.377,11143.34,1.628,0.056,380.068,137229.406,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.317,0.927,1.309,0.065,47666.078,36193.508,0.0,0.0
World,2009,,6932766416.0,,1170.606,0.169,31513.014,-536.646,-1.674,38047.828,47.149,0.124,5.488,,281.766,4.546,,233.372,13003.172,1.876,31513.012,4.546,,27324.109,1308793.0,2128595.5,627309.062,14304.049,169583.469,824375.375,461605.625,8666.601,19477.537,,328.636,0.047,5765.684,0.832,5.138,6.878,6534.817,0.943,8124.256,1.172,2552.738,0.368,10899.597,1.572,0.05,345.319,135033.219,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.32,0.943,1.33,0.067,47682.02,35619.578,-0.002,-0.0
World,2010,,7021732143.0,89807710403740.0,1251.813,0.178,33317.672,1804.657,5.727,39835.5,1787.671,4.698,5.673,0.444,281.32,4.745,0.371,235.291,13918.224,1.982,33317.676,4.745,0.371,28575.922,1342110.5,2168430.75,641227.312,14643.79,175789.266,830893.25,472859.312,9015.021,20166.256,1.577,339.741,0.048,6205.78,0.884,5.341,7.064,6517.829,0.928,8257.109,1.176,2617.387,0.373,11253.694,1.603,0.05,348.421,141602.047,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.323,0.961,1.351,0.068,49602.09,37505.77,0.004,0.0
World,2011,,7110923773.0,,1344.747,0.189,34479.988,1162.318,3.489,40872.547,1037.046,2.603,5.748,,282.048,4.849,,237.935,14704.223,2.068,34479.988,4.849,,29920.67,1376590.625,2209303.5,655931.5,15000.04,182178.594,837285.75,484169.438,9390.312,20378.969,,356.251,0.05,6389.33,0.899,5.461,7.163,6392.556,0.899,8498.255,1.195,2703.093,0.38,11310.148,1.591,0.053,375.29,144913.297,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.326,0.979,1.374,0.069,50934.176,38830.555,0.0,0.0
World,2012,,7201202478.0,,1377.354,0.191,34954.734,474.747,1.377,41636.855,764.31,1.87,5.782,,283.239,4.854,,237.783,14867.802,2.065,34954.734,4.854,,31298.023,1411545.25,2250940.25,670799.312,15374.1,188701.734,843967.875,495602.156,9769.973,20413.594,,374.059,0.052,6523.143,0.906,5.468,7.191,6682.122,0.928,8568.392,1.19,2717.485,0.377,11432.716,1.588,0.053,379.661,147002.422,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.33,0.997,1.397,0.07,51787.148,39379.574,0.0,0.0
World,2013,,7291793585.0,,1441.334,0.198,35275.82,321.085,0.919,41595.344,-41.513,-0.1,5.704,,278.044,4.838,,235.801,14953.153,2.051,35275.816,4.838,,32739.357,1446821.125,2292535.5,685752.438,15756.116,195274.844,850287.438,507118.812,10179.547,20516.178,,382.017,0.052,6573.116,0.901,5.441,7.089,6319.521,0.867,8520.598,1.169,2700.372,0.37,11516.626,1.579,0.056,409.574,149599.734,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.333,1.015,1.42,0.071,51689.281,39676.91,-0.004,-0.0
World,2014,,7381616239.0,,1492.451,0.202,35465.695,189.874,0.538,41875.609,280.265,0.674,5.673,,276.883,4.805,,234.501,15014.883,2.034,35465.695,4.805,,34231.809,1482286.875,2334411.25,700767.312,16139.889,201879.828,856697.312,518680.625,10587.326,20488.625,,383.772,0.052,6604.976,0.895,5.408,7.056,6409.911,0.868,8601.788,1.165,2733.968,0.37,11561.832,1.566,0.055,407.78,151239.172,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.337,1.033,1.443,0.073,52086.367,39923.324,0.0,0.0
World,2015,,7470491876.0,106871829405667.0,1440.666,0.193,35403.527,-62.169,-0.175,41916.152,40.546,0.097,5.611,0.392,275.117,4.739,0.331,232.371,14655.017,1.962,35403.531,4.739,0.331,35672.473,1517690.375,2376327.25,715422.375,16521.082,208608.828,863210.0,530450.625,11014.966,20394.59,1.426,381.194,0.051,6728.989,0.901,5.331,6.977,6512.625,0.872,8616.349,1.153,2741.356,0.367,11770.022,1.576,0.057,427.64,152357.625,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.34,1.052,1.466,0.074,52119.312,39824.973,0.004,0.0
World,2016,,7558554527.0,110407200853028.0,1476.147,0.195,35392.832,-10.695,-0.03,40769.383,-1146.769,-2.736,5.394,0.369,264.356,4.682,0.321,229.494,14322.989,1.895,35392.832,4.682,0.321,37148.621,1553083.125,2417096.75,729745.312,16892.59,215523.672,868586.5,542350.938,11422.039,20403.568,1.397,371.508,0.049,6914.85,0.915,5.267,6.749,5376.553,0.711,8652.835,1.145,2759.229,0.365,11900.264,1.574,0.054,407.072,154221.484,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.343,1.07,1.488,0.075,51013.094,39812.508,0.0,0.0
World,2017,,7645617952.0,114529588369027.0,1499.947,0.196,35974.609,581.779,1.644,41282.379,512.995,1.258,5.399,0.36,261.902,4.705,0.314,228.229,14494.168,1.896,35974.605,4.705,0.314,38648.566,1589057.75,2458379.0,744239.5,17276.803,222608.281,873894.312,554436.188,11848.414,20616.426,1.376,384.212,0.05,7084.615,0.927,5.294,6.762,5307.768,0.694,8797.017,1.151,2814.724,0.368,12085.292,1.581,0.056,426.376,157625.312,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.347,1.088,1.511,0.076,51702.664,40479.066,-0.004,-0.0
World,2018,,7729902779.0,118765812557841.0,1546.849,0.2,36734.004,759.394,2.111,41616.027,333.648,0.808,5.384,0.35,257.197,4.752,0.309,227.025,14762.694,1.91,36734.004,4.752,0.309,40195.414,1625791.75,2499995.25,759002.25,17680.842,230027.688,878776.312,566579.062,12306.593,20932.492,1.362,404.041,0.052,7419.413,0.96,5.351,6.745,4882.023,0.632,8935.43,1.156,2814.039,0.364,12142.828,1.571,0.059,458.178,161806.125,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.351,1.106,1.534,0.078,52139.289,41362.039,0.0,0.0
World,2019,,7811293699.0,122149370355621.0,1615.727,0.207,37086.566,352.563,0.96,41973.746,357.72,0.86,5.373,0.344,256.415,4.748,0.304,226.56,14702.956,1.882,37086.566,4.748,0.304,41811.145,1662878.375,2541969.0,773705.188,18113.234,237601.75,883663.5,578905.0,12742.119,20956.146,1.34,432.392,0.055,7574.056,0.97,5.351,6.73,4887.178,0.626,9008.441,1.153,2819.104,0.361,12325.908,1.578,0.056,435.527,163694.609,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.355,1.124,1.558,0.079,52571.34,41798.785,0.0,0.0
World,2020,,7887001289.0,118590021803593.0,1624.052,0.206,35158.23,-1928.339,-5.2,39674.77,-2298.978,-5.477,5.03,0.335,251.116,4.458,0.296,222.529,14267.035,1.809,35158.23,4.458,0.296,43435.195,1698036.625,2581643.75,787972.25,18513.236,245122.562,888180.062,589837.312,13156.098,20032.188,1.332,400.001,0.051,7520.82,0.954,5.083,6.416,4516.54,0.573,8903.343,1.129,2852.967,0.362,10932.342,1.386,0.052,413.979,157993.891,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.359,1.142,1.581,0.08,50601.266,40091.508,0.0,0.0
World,2021,,7954448387.0,126004793520756.0,1666.885,0.21,36866.863,1708.634,4.86,41523.965,1849.197,4.661,5.22,0.33,250.079,4.635,0.293,222.031,14969.249,1.882,36866.863,4.635,0.293,45102.078,1734903.5,2623167.5,802941.438,18915.453,253001.266,892837.125,601350.5,13592.746,20874.295,1.318,402.216,0.051,7878.698,0.99,5.273,6.618,4657.103,0.585,9089.303,1.143,2895.432,0.364,11513.166,1.447,0.055,436.649,166043.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.363,1.16,1.605,0.082,52639.844,41943.742,0.0,0.0
World,2022,,8021407196.0,130112562171125.0,1578.739,0.197,37527.773,660.91,1.793,42313.164,789.197,1.901,5.275,0.325,250.283,4.678,0.288,221.977,15449.177,1.926,37527.773,4.678,0.288,46680.816,1772431.25,2665480.75,818390.625,19314.324,260760.016,897622.562,613265.375,14020.073,21076.293,1.299,398.871,0.05,7758.746,0.967,5.322,6.672,4785.392,0.597,9278.556,1.157,2881.229,0.359,11914.912,1.485,0.053,427.327,169061.531,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.368,1.179,1.629,0.083,53515.586,42687.125,0.0,0.0
