country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
World,1750,,753279296.0,,,,9.306,,,,,,,,,0.012,,,9.306,0.012,,,,,9.306,,9.306,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1751,,,,,,9.407,0.101,1.088,,,,,,,,,,9.407,,,,,,18.713,,18.713,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1752,,,,,,9.505,0.098,1.041,,,,,,,,,,9.505,,,,,,28.218,,28.218,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1753,,,,,,9.61,0.105,1.108,,,,,,,,,,9.61,,,,,,37.829,,37.829,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1754,,,,,,9.734,0.123,1.281,,,,,,,,,,9.734,,,,,,47.562,,47.562,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1755,,,,,,9.793,0.06,0.615,,,,,,,,,,9.793,,,,,,57.356,,57.356,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1756,,,,,,9.91,0.116,1.189,,,,,,,,,,9.91,,,,,,67.266,,67.266,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1757,,,,,,10.094,0.184,1.857,,,,,,,,,,10.094,,,,,,77.36,,77.36,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1758,,,,,,10.216,0.122,1.213,,,,,,,,,,10.216,,,,,,87.576,,87.576,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1759,,,,,,10.339,0.122,1.199,,,,,,,,,,10.339,,,,,,97.915,,97.915,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1760,,788254976.0,,,,10.514,0.175,1.697,,,,,,,0.013,,,10.514,0.013,,,,,108.429,,108.429,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1761,,,,,,10.748,0.234,2.221,,,,,,,,,,10.748,,,,,,119.177,,119.177,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1762,,,,,,10.952,0.204,1.901,,,,,,,,,,10.952,,,,,,130.129,,130.129,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1763,,,,,,11.192,0.239,2.186,,,,,,,,,,11.192,,,,,,141.321,,141.321,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1764,,,,,,11.397,0.205,1.835,,,,,,,,,,11.397,,,,,,152.718,,152.718,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1765,,,,,,11.643,0.247,2.163,,,,,,,,,,11.643,,,,,,164.361,,164.361,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1766,,,,,,11.876,0.233,1.998,,,,,,,,,,11.876,,,,,,176.237,,176.237,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1767,,,,,,12.153,0.276,2.328,,,,,,,,,,12.153,,,,,,188.39,,188.39,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1768,,,,,,12.467,0.314,2.587,,,,,,,,,,12.467,,,,,,200.857,,200.857,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1769,,,,,,12.78,0.313,2.512,,,,,,,,,,12.78,,,,,,213.637,,213.637,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1770,,827951488.0,,,,13.097,0.317,2.482,,,,,,,0.016,,,13.097,0.016,,,,,226.734,,226.734,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1771,,,,,,13.369,0.272,2.079,,,,,,,,,,13.369,,,,,,240.104,,240.104,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1772,,,,,,13.624,0.254,1.9,,,,,,,,,,13.624,,,,,,253.727,,253.727,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1773,,,,,,13.808,0.185,1.355,,,,,,,,,,13.808,,,,,,267.535,,267.535,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1774,,,,,,14.012,0.204,1.479,,,,,,,,,,14.012,,,,,,281.548,,281.548,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1775,,,,,,14.339,0.327,2.33,,,,,,,,,,14.339,,,,,,295.887,,295.887,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1776,,,,,,14.654,0.315,2.198,,,,,,,,,,14.654,,,,,,310.541,,310.541,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1777,,,,,,14.96,0.305,2.084,,,,,,,,,,14.96,,,,,,325.5,,325.5,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1778,,,,,,15.243,0.284,1.898,,,,,,,,,,15.243,,,,,,340.744,,340.744,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1779,,,,,,15.535,0.292,1.914,,,,,,,,,,15.535,,,,,,356.279,,356.279,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1780,,900945152.0,,,,15.879,0.343,2.211,,,,,,,0.018,,,15.879,0.018,,,,,372.158,,372.158,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1781,,,,,,16.234,0.356,2.24,,,,,,,,,,16.234,,,,,,388.392,,388.392,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1782,,,,,,16.581,0.347,2.135,,,,,,,,,,16.581,,,,,,404.973,,404.973,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1783,,,,,,17.063,0.482,2.906,,,,,,,,,,17.063,,,,,,422.036,,422.036,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1784,,,,,,17.471,0.408,2.393,,,,,,,,,,17.471,,,,,,439.507,,439.507,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1785,,,,,,17.965,0.494,2.828,,,,,,,,,,17.965,,,,,,457.472,,457.472,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1786,,,,,,18.447,0.482,2.685,,,,,,,,,,18.447,,,,,,475.92,,475.92,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1787,,,,,,18.859,0.412,2.231,,,,,,,,,,18.859,,,,,,494.779,,494.779,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1788,,,,,,19.286,0.427,2.265,,,,,,,,,,19.286,,,,,,514.065,,514.065,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1789,,,,,,19.863,0.577,2.993,,,,,,,,,,19.863,,,,,,533.928,,533.928,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1790,,942261696.0,,,,20.398,0.535,2.692,,,,,,,0.022,,,20.398,0.022,,,,,554.326,,554.326,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1791,,,,,,20.932,0.534,2.616,,,,,,,,,,20.932,,,,,,575.258,,575.258,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1792,,,,,,21.929,0.997,4.765,,,,,,,,,,21.929,,,,,,597.187,,597.187,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1793,,,,,,22.297,0.368,1.678,,,,,,,,,,22.297,,,,,,619.485,,619.485,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1794,,,,,,22.52,0.222,0.997,,,,,,,,,,22.52,,,,,,642.004,,642.004,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1795,,,,,,22.315,-0.204,-0.908,,,,,,,,,,22.315,,,,,,664.32,,664.32,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1796,,,,,,22.121,-0.194,-0.869,,,,,,,,,,22.121,,,,,,686.441,,686.441,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1797,,,,,,22.09,-0.031,-0.141,,,,,,,,,,22.09,,,,,,708.531,,708.531,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1798,,,,,,23.106,1.016,4.599,,,,,,,,,,23.106,,,,,,731.637,,731.637,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1799,,,,,,27.485,4.379,18.953,,,,,,,,,,27.485,,,,,,759.122,,759.122,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1800,,983104755.0,,,,32.798,5.313,19.331,,,,,,,0.033,,,32.798,0.033,,,,,791.921,,791.921,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1801,,986464967.0,,,,31.986,-0.812,-2.477,,,,,,,0.032,,,31.986,0.032,,,,,823.907,,823.907,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1802,,989864750.0,,,,40.31,8.324,26.025,,,,,,,0.041,,,40.31,0.041,,,,,864.217,,864.217,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1803,,993304404.0,,,,29.539,-10.772,-26.723,,,,,,,0.03,,,29.539,0.03,,,,,893.756,,893.756,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1804,,996784263.0,,,,31.769,2.231,7.552,,,,,,,0.032,,,31.769,0.032,,,,,925.525,,925.525,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1805,,1000304675.0,,,,31.252,-0.517,-1.628,,,,,,,0.031,,,31.252,0.031,,,,,956.777,,956.777,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1806,,1003866016.0,,,,32.705,1.453,4.649,,,,,,,0.033,,,32.705,0.033,,,,,989.481,,989.481,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1807,,1007468698.0,,,,36.201,3.496,10.69,,,,,,,0.036,,,36.201,0.036,,,,,1025.682,,1025.682,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1808,,1011113144.0,,,,35.498,-0.703,-1.942,,,,,,,0.035,,,35.498,0.035,,,,,1061.18,,1061.18,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1809,,1014799822.0,,,,36.334,0.836,2.355,,,,,,,0.036,,,36.334,0.036,,,,,1097.513,,1097.513,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1810,,1020150076.0,,,,39.492,3.158,8.693,,,,,,,0.039,,,39.492,0.039,,,,,1137.006,,1137.006,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1811,,1025557675.0,,,,40.177,0.684,1.733,,,,,,,0.039,,,40.177,0.039,,,,,1177.182,,1177.182,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1812,,1031616616.0,,,,40.815,0.638,1.588,,,,,,,0.04,,,40.815,0.04,,,,,1217.997,,1217.997,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1813,,1038342722.0,,,,41.206,0.392,0.96,,,,,,,0.04,,,41.206,0.04,,,,,1259.203,,1259.203,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1814,,1045238421.0,,,,42.227,1.021,2.477,,,,,,,0.04,,,42.227,0.04,,,,,1301.43,,1301.43,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1815,,1052307852.0,,,,43.587,1.361,3.222,,,,,,,0.041,,,43.587,0.041,,,,,1345.017,,1345.017,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1816,,1059555372.0,,,,45.497,1.909,4.38,,,,,,,0.043,,,45.497,0.043,,,,,1390.514,,1390.514,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1817,,1066985519.0,,,,49.276,3.779,8.307,,,,,,,0.046,,,49.276,0.046,,,,,1439.789,,1439.789,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1818,,1074603043.0,,,,51.392,2.116,4.294,,,,,,,0.048,,,51.392,0.048,,,,,1491.182,,1491.182,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1819,,1082114553.0,,,,50.93,-0.462,-0.899,,,,,,,0.047,,,50.93,0.047,,,,,1542.112,,1542.112,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1820,,1089507052.0,1175113811058.0,,,50.733,-0.197,-0.387,,,,,,,0.047,0.043,,50.733,0.047,,,,,1592.845,,1592.845,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1821,,1096534977.0,,,,52.059,1.326,2.614,,,,,,,0.047,,,52.059,0.047,,,,,1644.904,,1644.904,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1822,,1103392066.0,,,,54.022,1.962,3.769,,,,,,,0.049,,,54.022,0.049,,,,,1698.926,,1698.926,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1823,,1110594705.0,,,,56.358,2.336,4.324,,,,,,,0.051,,,56.358,0.051,,,,,1755.284,,1755.284,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1824,,1117897019.0,,,,57.584,1.226,2.175,,,,,,,0.052,,,57.584,0.052,,,,,1812.867,,1812.867,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1825,,1125304048.0,,,,60.731,3.147,5.465,,,,,,,0.054,,,60.731,0.054,,,,,1873.598,,1873.598,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1826,,1132861806.0,,,,61.382,0.651,1.072,,,,,,,0.054,,,61.382,0.054,,,,,1934.98,,1934.98,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1827,,1140524282.0,,,,65.739,4.356,7.097,,,,,,,0.058,,,65.739,0.058,,,,,2000.719,,2000.719,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1828,,1148292956.0,,,,66.682,0.943,1.435,,,,,,,0.058,,,66.682,0.058,,,,,2067.401,,2067.401,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1829,,1155618460.0,,,,66.307,-0.374,-0.561,,,,,,,0.057,,,66.307,0.057,,,,,2133.708,,2133.708,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1830,,1162497339.0,,,,88.988,22.681,34.206,,,,,,,0.077,,,88.988,0.077,,,,,2222.697,,2222.697,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1831,,1168886301.0,,,,83.251,-5.738,-6.448,,,,,,,0.071,,,83.251,0.071,,,,,2305.947,,2305.947,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1832,,1174792985.0,,,,82.092,-1.159,-1.392,,,,,,,0.07,,,82.092,0.07,,,,,2388.039,,2388.039,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1833,,1180213555.0,,,,83.249,1.157,1.41,,,,,,,0.071,,,83.249,0.071,,,,,2471.288,,2471.288,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1834,,1185694036.0,,,,88.763,5.514,6.624,,,,,,,0.075,,,88.763,0.075,,,,,2560.051,,2560.051,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1835,,1191237685.0,,,,97.4,8.636,9.73,,,,,,,0.082,,,97.4,0.082,,,,,2657.451,,2657.451,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1836,,1196838401.0,,,,106.894,9.495,9.748,,,,,,,0.089,,,106.894,0.089,,,,,2764.345,,2764.345,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1837,,1202503348.0,,,,106.199,-0.695,-0.65,,,,,,,0.088,,,106.199,0.088,,,,,2870.545,,2870.545,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1838,,1208233715.0,,,,105.845,-0.354,-0.333,,,,,,,0.088,,,105.845,0.088,,,,,2976.39,,2976.39,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1839,,1213934891.0,,,,109.653,3.808,3.597,,,,,,,0.09,,,109.653,0.09,,,,,3086.043,,3086.043,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1840,,1219617217.0,,,,118.809,9.155,8.35,,,,,,,0.097,,,118.809,0.097,,,,,3204.852,,3204.852,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1841,,1225283810.0,,,,122.166,3.357,2.826,,,,,,,0.1,,,122.166,0.1,,,,,3327.017,,3327.017,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1842,,1230929323.0,,,,129.389,7.223,5.913,,,,,,,0.105,,,129.389,0.105,,,,,3456.406,,3456.406,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1843,,1236555463.0,,,,132.369,2.981,2.304,,,,,,,0.107,,,132.369,0.107,,,,,3588.775,,3588.775,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1844,,1242258939.0,,,,141.966,9.597,7.25,,,,,,,0.114,,,141.966,0.114,,,,,3730.742,,3730.742,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1845,,1248042343.0,,,,155.073,13.107,9.232,,,,,,,0.124,,,155.073,0.124,,,,,3885.815,,3885.815,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1846,,1253907423.0,,,,157.702,2.628,1.695,,,,,,,0.126,,,157.702,0.126,,,,,4043.517,,4043.517,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1847,,1259855932.0,,,,170.797,13.095,8.304,,,,,,,0.136,,,170.797,0.136,,,,,4214.313,,4214.313,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1848,,1265889730.0,,,,173.643,2.847,1.667,,,,,,,0.137,,,173.643,0.137,,,,,4387.957,,4387.957,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1849,,1271136843.0,,,,185.048,11.405,6.568,,,,,,,0.146,,,185.048,0.146,,,,,4573.005,,4573.005,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
World,1850,,1275602897.0,1546684371847.0,,,196.848,11.8,6.376,2910.87,,,2.282,1.882,,0.154,0.127,,196.848,0.154,,,,,4769.853,2910.87,4769.853,,,2714.022,,0.0,,,,,,,0.535,3.366,2714.022,2.128,1239.419,0.972,143.746,0.113,,,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,,,,,100.0,,,,,,,,4293.311,682.352,,
World,1851,,1278768180.0,,,,198.779,1.931,0.981,3019.546,108.676,3.733,2.361,,,0.155,,,198.779,0.155,,,,,4968.631,5930.416,4968.631,,,5534.79,,0.0,,,,,,,0.536,3.448,2820.767,2.206,1244.062,0.973,146.325,0.114,,,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,,,,,100.0,,,100.0,0.0,0.001,0.002,0.0,4409.168,685.485,,
